;;;;78;169,7554;;;;;;78;156,85078;;;;;;78;220,92929;;;;;;78;112,451614;;;;;;78;182,51068;;;;;;78;203,7493;;;;;;;78;188,03206
;;;;79;168,53186;;;;;;79;155,8723;;;;;;79;218,57817;;;;;;79;111,84333;;;;;;79;182,40257;;;;;;79;203,16966;;;;;;;79;187,43391
;;;;80;167,92497;;;;;;80;155,86337;;;;;;80;218,51689;;;;;;80;111,84333;;;;;;80;179,45258;;;;;;80;200,43214;;;;;;;80;184,52567
;;;;81;167,92497;;;;;;81;155,13358;;;;;;81;215,2046;;;;;;81;110,94687;;;;;;81;179,30446;;;;;;81;200,43214;;;;;;;81;183,03615
;;;;82;163,77078;;;;;;82;154,85307;;;;;;82;213,40796;;;;;;82;110,57942;;;;;;82;178,77396;;;;;;82;200,43214;;;;;;;82;181,89406
;;;;83;163,77078;;;;;;83;154,82109;;;;;;83;213,40784;;;;;;83;109,492546;;;;;;83;176,11043;;;;;;83;200,4099;;;;;;;83;181,62247
;;;;84;163,63342;;;;;;84;154,27463;;;;;;84;211,69121;;;;;;84;109,492546;;;;;;84;176,11043;;;;;;84;197,34656;;;;;;;84;181,27121
;;;;85;163,07693;;;;;;85;153,2289;;;;;;85;211,69121;;;;;;85;109,492546;;;;;;85;176,11043;;;;;;85;197,34656;;;;;;;85;177,95988
;;;;86;162,50288;;;;;;86;153,2289;;;;;;86;209,23192;;;;;;86;109,00577;;;;;;86;176,00272;;;;;;86;197,2847;;;;;;;86;177,04175
;;;;87;160,44838;;;;;;87;152,94966;;;;;;87;209,23192;;;;;;87;108,536736;;;;;;87;175,47945;;;;;;87;197,26947;;;;;;;87;176,32773
;;;;88;160,44838;;;;;;88;152,87663;;;;;;88;208,33377;;;;;;88;106,98089;;;;;;88;174,7681;;;;;;88;197,11275;;;;;;;88;174,25952
;;;;89;159,59096;;;;;;89;150,96866;;;;;;89;206,89204;;;;;;89;106,67448;;;;;;89;172,88895;;;;;;89;196,43304;;;;;;;89;173,60971
